n,setor,subsecao,afirmacao,score,interview,ts,dim,dim_nome,maturity,confidence,termos,paraphrase,decisao,ancora_substituta,nota,orfa
35,Setor Privado,"3.2.2. Finanças: orçamento, financiamento e captação de recursos","Taxas de Juros e Capacidade Técnica: As principais barreiras para o investimento são a necessidade de taxas de juros subsidiadas, a carência de políticas públicas bem definidas e a falta de capacidade técnica nos municípios para elaborar projetos competitivos.",0.176,ENT-016,00:35:18,1.2.2,Capacidade institucional para executar ações climáticas,inexistente,alta,capacidade|investimento|projetos,"O setor privado percebe a lentidão sem identificar sua causa. ENT-008 e ENT-012 a fornecem: municipalização recente do licenciamento e equipe insuficiente. A modernização do licenciamento, citada em ENT-008 como um dos quatro projetos da pasta, é a resposta direta a esta reclamação. SESSÃO SEM TCLE.",,,,
35,Setor Privado,"3.2.2. Finanças: orçamento, financiamento e captação de recursos","Taxas de Juros e Capacidade Técnica: As principais barreiras para o investimento são a necessidade de taxas de juros subsidiadas, a carência de políticas públicas bem definidas e a falta de capacidade técnica nos municípios para elaborar projetos competitivos.",0.176,ENT-017-ENT-018,00:24:00,2.1.4,Capacidade de preparar projetos para financiamento,inexistente,alta,capacidade|municipios|projetos,"QUINTA CONFIRMAÇÃO DO ACHADO CENTRAL, AGORA DO FINANCIADOR REGIONAL. A ausência de capacidade de estruturação de projeto é diagnosticada como padrão dos municípios, não como falha de Maringá. Converge com ENT-004, ENT-007, ENT-008 e ENT-010-ENT-011 — e reposiciona a recomendação: montar essa capacidade colocaria Maringá à frente de quase todos os concorrentes pelas mesmas fontes. Dimensão «Muito alta».",,,,
36,Setor Privado,"3.2.3. Dados, Monitoramento e Planejamento","Carência de Dados para Projetos Climáticos: Embora dados públicos para análise de crédito de municípios sejam de fácil acesso, há uma grande dificuldade em encontrar métricas de impacto e dados de linha base para projetos climáticos (ex: cálculo de pegada de carbono). Essa complexidade metodológica dificulta o monitoramento de projetos sustentáveis e a atração de investimentos.",0.286,ENT-017-ENT-018,00:18:29,3.2.5,Integração dos dados em planejamento e projetos financiáveis,inexistente,alta,calculo|carbono|credito|dados|dificuldade|impacto|pegada|projetos,"ACHADO CENTRAL, DO LADO DO FINANCIADOR. O que trava não é o crédito, é a mensuração do impacto climático do projeto. Converge exatamente com a calculadora de carbono em desenvolvimento em ENT-008 e com o questionamento dos órgãos de controle relatado em ENT-015 — a mesma lacuna de valoração aparece nas três pontas: quem executa, quem fiscaliza e quem financia. Dimensão «Muito alta».",,,,
36,Setor Privado,"3.2.3. Dados, Monitoramento e Planejamento","Carência de Dados para Projetos Climáticos: Embora dados públicos para análise de crédito de municípios sejam de fácil acesso, há uma grande dificuldade em encontrar métricas de impacto e dados de linha base para projetos climáticos (ex: cálculo de pegada de carbono). Essa complexidade metodológica dificulta o monitoramento de projetos sustentáveis e a atração de investimentos.",0.25,ENT-017-ENT-018,00:20:04,1.1.7,Monitoramento e avaliação da adaptação,inexistente,alta,acesso|base|calculo|dificuldade|linha|monitoramento|projetos,"A ausência de linha de base impede o monitoramento do resultado climático do investimento após o desembolso. Liga a lacuna de monitoramento «Muito alta» diretamente ao acesso a financiamento: sem linha de base, o projeto é mais difícil de aprovar e impossível de comprovar depois.",,,,
36,Setor Privado,"3.2.3. Dados, Monitoramento e Planejamento","Carência de Dados para Projetos Climáticos: Embora dados públicos para análise de crédito de municípios sejam de fácil acesso, há uma grande dificuldade em encontrar métricas de impacto e dados de linha base para projetos climáticos (ex: cálculo de pegada de carbono). Essa complexidade metodológica dificulta o monitoramento de projetos sustentáveis e a atração de investimentos.",0.214,ENT-009,00:22:25,3.1.1,Sistema municipal de dados climáticos e territoriais,inexistente,alta,acesso|climaticos|dados|dificuldade|encontrar|publicos,"LACUNA DE ACESSO. Dificuldade de localizar licitações, dispensas e processos administrativos relatada por profissional do direito. Se o acesso é difícil para quem tem formação jurídica, o rastreamento do gasto climático por terceiros é inviável — o que qualifica o achado de ENT-005 sobre o observatório social operar como capacidade externa. SESSÃO SEM TCLE.",,,,
37,Setor Privado,"3.2.3. Dados, Monitoramento e Planejamento","Ausência de Dados Acionáveis: A prefeitura frequentemente carece de dados acionáveis para responder a alertas meteorológicos. Não há um sistema contínuo de mapeamento, poda e substituição de árvores comprometidas, o que evidencia a falta de um planejamento preventivo baseado em dados.",0.3,ENT-016,00:16:48,1.1.4,Estratégia de adaptação com metas claras,em_elaboracao,alta,arvores|comprometidas|mapeamento|poda|preventivo|sistema,Convergência do setor privado com a proposta de inventário e manejo preventivo de ENT-007 e com o cadastro arbóreo em atualização relatado em ENT-015 — e a menção a mapeamento anterior reforça a hipótese de ENT-010-ENT-011 de que o inventário já existe e não circula. SESSÃO SEM TCLE.,,,,
37,Setor Privado,"3.2.3. Dados, Monitoramento e Planejamento","Ausência de Dados Acionáveis: A prefeitura frequentemente carece de dados acionáveis para responder a alertas meteorológicos. Não há um sistema contínuo de mapeamento, poda e substituição de árvores comprometidas, o que evidencia a falta de um planejamento preventivo baseado em dados.",0.15,ENT-009,00:22:25,3.2.3,"Dados de risco, vulnerabilidade e exposição",em_implementacao,alta,arvores|dados|planejamento,"DADO DE EXPOSIÇÃO EXISTENTE. Estudo acadêmico local quantifica diferença de 5 °C entre o entorno do parque central e bairro novo sem arborização. Converge com a pesquisa de gradiente térmico metropolitano relatada em ENT-006: há produção local sobre ilha de calor, e ela não alimenta o planejamento. Dimensão «Muito alta». SESSÃO SEM TCLE.",,,,
37,Setor Privado,"3.2.3. Dados, Monitoramento e Planejamento","Ausência de Dados Acionáveis: A prefeitura frequentemente carece de dados acionáveis para responder a alertas meteorológicos. Não há um sistema contínuo de mapeamento, poda e substituição de árvores comprometidas, o que evidencia a falta de um planejamento preventivo baseado em dados.",0.1,ENT-009,00:05:44,1.1.5,Avaliação de riscos e vulnerabilidades climáticas,em_implementacao,alta,arvores|substituicao,"Causa técnica da queda de árvores identificada na escolha de espécies exóticas de enraizamento superficial no projeto paisagístico original. É a explicação estrutural para a convergência de quatro sessões sobre arborização como vulnerabilidade — e implica substituição de estoque, não apenas manejo. SESSÃO SEM TCLE.",,,,
38,Setor Privado,"3.2.3. Dados, Monitoramento e Planejamento",Projetos como Gargalo Central: A fragilidade técnica dos municípios em elaborar projetos é apontada como um gargalo central que impede o desenvolvimento de políticas climáticas eficazes. A falta de projetos bem estruturados inviabiliza a participação em editais e a captação de recursos.,0.211,ENT-017-ENT-018,00:24:00,2.1.4,Capacidade de preparar projetos para financiamento,inexistente,alta,central|fragilidade|municipios|projetos,"QUINTA CONFIRMAÇÃO DO ACHADO CENTRAL, AGORA DO FINANCIADOR REGIONAL. A ausência de capacidade de estruturação de projeto é diagnosticada como padrão dos municípios, não como falha de Maringá. Converge com ENT-004, ENT-007, ENT-008 e ENT-010-ENT-011 — e reposiciona a recomendação: montar essa capacidade colocaria Maringá à frente de quase todos os concorrentes pelas mesmas fontes. Dimensão «Muito alta».",,,,
38,Setor Privado,"3.2.3. Dados, Monitoramento e Planejamento",Projetos como Gargalo Central: A fragilidade técnica dos municípios em elaborar projetos é apontada como um gargalo central que impede o desenvolvimento de políticas climáticas eficazes. A falta de projetos bem estruturados inviabiliza a participação em editais e a captação de recursos.,0.211,ENT-017-ENT-018,00:37:15,2.6.1,Cofinanciamento com bancos públicos e multilaterais,em_implementacao,alta,captacao|central|desenvolvimento|elaborar,"ACHADO SOBRE COMPETITIVIDADE. A linha climática subsidiada federal esgota em dias — a disputa é por velocidade e prontidão, não por mérito ambiental. Confirma o argumento central do projeto: quem tem projeto pronto capta; quem começa a elaborar quando o edital abre, não. Dimensão «Muito alta».",,,,
38,Setor Privado,"3.2.3. Dados, Monitoramento e Planejamento",Projetos como Gargalo Central: A fragilidade técnica dos municípios em elaborar projetos é apontada como um gargalo central que impede o desenvolvimento de políticas climáticas eficazes. A falta de projetos bem estruturados inviabiliza a participação em editais e a captação de recursos.,0.158,ENT-009,00:14:28,1.2.2,Capacidade institucional para executar ações climáticas,inexistente,baixa,climaticas|fragilidade|tecnica,"ALEGAÇÃO DE ESVAZIAMENTO TÉCNICO. Relato de afastamento de servidores de carreira das funções de análise ambiental por decisão política. Registrada como divergência a triangular: diverge da leitura de ENT-008, que atribui a fragilidade da equipe à ausência de priorização orçamentária ao longo de oito anos, não a afastamento deliberado. As duas leituras descrevem a mesma escassez com causas opostas. SESSÃO SEM TCLE.",,,,
39,Setor Privado,3.2.4. Governança e Coordenação,"Associativismo e Liderança Privada: O associativismo e o cooperativismo são apontados como os maiores ativos da cidade. O Conselho de Desenvolvimento Econômico de Maringá (CODEM), com 400 voluntários, é um exemplo dessa articulação, onde o tema ambiental atua de forma transversal em câmaras técnicas. Há um forte engajamento do empresariado local em práticas sustentáveis, como demonstrado pela liderança nacional do Sindicato da Indústria de Maringá (SIM) no Pacto Global da ONU.",0.278,ENT-016,00:19:05,4.2.3,"Participação de conselhos, COMDEMA e sociedade civil",efetivo,alta,ambiental|camaras|conselho|desenvolvimento|economico|forma|tecnicas|tema,"ESTRUTURA DISPONÍVEL E JÁ TRANSVERSAL. Conselho de desenvolvimento econômico com quatrocentos voluntários organizados em câmaras técnicas setoriais, com pauta ambiental já presente de forma transversal. Confirma e qualifica a proposta de ENT-005 de levar a agenda climática a essa instância: a transversalidade já existe, falta a pauta ser explícita e deliberativa. SESSÃO SEM TCLE.",,,,
39,Setor Privado,3.2.4. Governança e Coordenação,"Associativismo e Liderança Privada: O associativismo e o cooperativismo são apontados como os maiores ativos da cidade. O Conselho de Desenvolvimento Econômico de Maringá (CODEM), com 400 voluntários, é um exemplo dessa articulação, onde o tema ambiental atua de forma transversal em câmaras técnicas. Há um forte engajamento do empresariado local em práticas sustentáveis, como demonstrado pela liderança nacional do Sindicato da Indústria de Maringá (SIM) no Pacto Global da ONU.",0.194,ENT-016,00:30:09,4.2.2,Engajamento do setor privado,efetivo,alta,associativismo|ativos|cidade|cooperativismo|engajamento|maiores|maringa,"Terceira confirmação do capital associativo como principal ativo da cidade (com ENT-005 e ENT-007), com o acréscimo decisivo de que ele é apartidário e sobrevive à alternância. É a condição habilitante mais resistente à descontinuidade identificada no corpus — e a única que não depende de quem governa. SESSÃO SEM TCLE.",,,,
